guardian_id,student_id,academic_year,term,student_fee_payment_days_late,student_fee_default_count_lifetime,session_start_paid_flag,guardian_message_open_rate,guardian_avg_response_time_hrs,fee_default_risk_label
GRD-08407,STU-08407,2023,First_Term_Sep_Dec,22,0,0,24.7,0.5,LOW
GRD-08408,STU-08408,2023,Third_Term_May_Jul,19,0,0,39.0,0.7,LOW
GRD-08409,STU-08409,2024,Second_Term_Jan_Apr,11,2,0,16.5,70.5,LOW
GRD-08410,STU-08410,2023,First_Term_Sep_Dec,17,0,0,32.4,0.5,LOW
GRD-08411,STU-08411,2024,First_Term_Sep_Dec,13,3,0,31.8,76.3,MEDIUM
GRD-08412,STU-08412,2023,Third_Term_May_Jul,46,2,0,28.3,64.3,MEDIUM
GRD-08413,STU-08413,2024,Third_Term_May_Jul,49,1,0,35.2,40.6,MEDIUM
GRD-08414,STU-08414,2023,Second_Term_Jan_Apr,30,1,0,82.1,1.8,LOW
GRD-08415,STU-08415,2025,Second_Term_Jan_Apr,39,0,0,78.7,7.6,LOW
GRD-08416,STU-08416,2025,Third_Term_May_Jul,13,1,0,29.3,0.5,LOW
GRD-08417,STU-08417,2023,First_Term_Sep_Dec,18,1,0,93.5,3.2,LOW
GRD-08418,STU-08418,2025,Second_Term_Jan_Apr,148,6,0,5.2,,HIGH
GRD-08419,STU-08419,2024,Third_Term_May_Jul,31,1,0,36.1,54.2,MEDIUM
GRD-08420,STU-08420,2025,Third_Term_May_Jul,155,2,0,6.1,,HIGH
GRD-08421,STU-08421,2023,Second_Term_Jan_Apr,12,0,0,29.5,70.3,LOW
GRD-08422,STU-08422,2025,Third_Term_May_Jul,105,7,0,0.0,,HIGH
GRD-08423,STU-08423,2024,Second_Term_Jan_Apr,22,0,0,30.6,0.4,LOW
GRD-08424,STU-08424,2023,First_Term_Sep_Dec,58,2,0,31.5,77.2,MEDIUM
GRD-08425,STU-08425,2025,Third_Term_May_Jul,121,5,0,2.8,,HIGH
GRD-08426,STU-08426,2023,Second_Term_Jan_Apr,32,0,0,82.5,4.7,LOW
GRD-08427,STU-08427,2024,First_Term_Sep_Dec,15,0,0,32.6,,MEDIUM
GRD-08428,STU-08428,2024,First_Term_Sep_Dec,0,1,1,24.8,41.2,LOW
GRD-08429,STU-08429,2025,Third_Term_May_Jul,27,0,0,96.7,4.0,LOW
GRD-08430,STU-08430,2025,Second_Term_Jan_Apr,42,2,0,25.2,108.4,MEDIUM
GRD-08431,STU-08431,2023,Third_Term_May_Jul,12,0,0,29.7,,LOW
GRD-08432,STU-08432,2025,Third_Term_May_Jul,0,1,1,23.6,73.4,LOW
GRD-08433,STU-08433,2025,First_Term_Sep_Dec,16,0,0,28.3,0.2,LOW
GRD-08434,STU-08434,2024,Second_Term_Jan_Apr,32,0,0,76.9,7.0,LOW
GRD-08435,STU-08435,2024,First_Term_Sep_Dec,14,0,0,100.0,2.9,LOW
GRD-08436,STU-08436,2024,Third_Term_May_Jul,28,0,0,92.7,5.6,LOW
GRD-08437,STU-08437,2025,First_Term_Sep_Dec,15,1,0,91.2,4.2,LOW
GRD-08438,STU-08438,2024,Second_Term_Jan_Apr,96,3,0,5.1,,HIGH
GRD-08439,STU-08439,2023,Second_Term_Jan_Apr,0,1,1,25.6,69.0,LOW
GRD-08440,STU-08440,2023,Second_Term_Jan_Apr,24,1,0,23.6,70.5,LOW
GRD-08441,STU-08441,2023,Second_Term_Jan_Apr,20,0,0,40.0,0.1,LOW
GRD-08442,STU-08442,2023,Third_Term_May_Jul,102,3,0,4.7,,HIGH
GRD-08443,STU-08443,2024,Second_Term_Jan_Apr,90,2,0,3.6,,HIGH
GRD-08444,STU-08444,2023,Second_Term_Jan_Apr,153,6,0,3.6,,HIGH
GRD-08445,STU-08445,2025,Third_Term_May_Jul,16,0,0,25.1,,MEDIUM
GRD-08446,STU-08446,2024,Second_Term_Jan_Apr,41,1,0,85.7,9.1,LOW
GRD-08447,STU-08447,2025,Second_Term_Jan_Apr,19,2,0,69.7,8.2,LOW
GRD-08448,STU-08448,2023,First_Term_Sep_Dec,118,5,0,5.9,,HIGH
GRD-08449,STU-08449,2024,Second_Term_Jan_Apr,59,2,0,12.8,88.0,MEDIUM
GRD-08450,STU-08450,2023,Third_Term_May_Jul,10,0,0,30.9,,LOW
GRD-08451,STU-08451,2023,Third_Term_May_Jul,19,0,0,22.4,,MEDIUM
GRD-08452,STU-08452,2024,Third_Term_May_Jul,120,6,0,0.0,,HIGH
GRD-08453,STU-08453,2025,First_Term_Sep_Dec,0,2,1,25.4,70.5,LOW
GRD-08454,STU-08454,2025,Third_Term_May_Jul,26,2,0,28.6,69.9,LOW
GRD-08455,STU-08455,2023,First_Term_Sep_Dec,22,1,0,99.4,4.8,LOW
GRD-08456,STU-08456,2023,First_Term_Sep_Dec,0,0,1,100.0,3.9,LOW
GRD-08457,STU-08457,2025,Second_Term_Jan_Apr,38,1,0,80.4,4.9,LOW
GRD-08458,STU-08458,2024,Second_Term_Jan_Apr,125,0,0,6.4,,HIGH
GRD-08459,STU-08459,2023,Second_Term_Jan_Apr,75,2,0,24.2,71.6,MEDIUM
GRD-08460,STU-08460,2025,First_Term_Sep_Dec,90,4,0,11.6,,HIGH
GRD-08461,STU-08461,2024,First_Term_Sep_Dec,20,1,0,91.8,4.8,LOW
GRD-08462,STU-08462,2023,Second_Term_Jan_Apr,62,1,0,24.1,90.4,MEDIUM
GRD-08463,STU-08463,2023,Second_Term_Jan_Apr,43,2,0,28.4,43.3,MEDIUM
GRD-08464,STU-08464,2024,Third_Term_May_Jul,55,2,0,26.9,76.2,MEDIUM
GRD-08465,STU-08465,2025,Third_Term_May_Jul,13,0,0,31.6,,LOW
GRD-08466,STU-08466,2024,First_Term_Sep_Dec,18,0,0,30.1,0.5,LOW
GRD-08467,STU-08467,2025,Third_Term_May_Jul,26,0,0,95.1,2.1,LOW
GRD-08468,STU-08468,2025,First_Term_Sep_Dec,140,2,0,9.2,,HIGH
GRD-08469,STU-08469,2025,Third_Term_May_Jul,15,0,0,26.7,0.6,LOW
GRD-08470,STU-08470,2025,Second_Term_Jan_Apr,20,0,0,33.4,0.7,LOW
GRD-08471,STU-08471,2023,Second_Term_Jan_Apr,56,2,0,13.2,64.6,MEDIUM
GRD-08472,STU-08472,2024,First_Term_Sep_Dec,9,0,0,96.8,3.5,LOW
GRD-08473,STU-08473,2023,First_Term_Sep_Dec,20,0,0,92.6,3.6,LOW
GRD-08474,STU-08474,2025,First_Term_Sep_Dec,14,1,0,28.8,60.3,LOW
GRD-08475,STU-08475,2023,First_Term_Sep_Dec,21,3,0,35.6,48.6,MEDIUM
GRD-08476,STU-08476,2024,First_Term_Sep_Dec,11,0,0,30.4,0.4,LOW
GRD-08477,STU-08477,2025,Second_Term_Jan_Apr,4,1,0,20.4,84.9,LOW
GRD-08478,STU-08478,2023,Third_Term_May_Jul,57,1,0,37.2,63.4,MEDIUM
GRD-08479,STU-08479,2023,Third_Term_May_Jul,0,0,1,88.8,3.5,LOW
GRD-08480,STU-08480,2024,Second_Term_Jan_Apr,50,0,0,73.2,4.2,LOW
GRD-08481,STU-08481,2024,Third_Term_May_Jul,77,1,0,33.2,41.6,MEDIUM
GRD-08482,STU-08482,2025,First_Term_Sep_Dec,30,2,0,20.3,44.9,LOW
GRD-08483,STU-08483,2025,Second_Term_Jan_Apr,34,1,0,75.7,7.3,LOW
GRD-08484,STU-08484,2025,Third_Term_May_Jul,23,0,0,32.5,0.3,LOW
GRD-08485,STU-08485,2024,First_Term_Sep_Dec,17,0,0,22.0,0.6,LOW
GRD-08486,STU-08486,2023,Second_Term_Jan_Apr,122,3,0,2.0,,HIGH
GRD-08487,STU-08487,2025,First_Term_Sep_Dec,6,1,0,29.3,72.0,LOW
GRD-08488,STU-08488,2023,Second_Term_Jan_Apr,25,0,0,29.9,0.5,LOW
GRD-08489,STU-08489,2025,Second_Term_Jan_Apr,25,0,0,76.6,3.4,LOW
GRD-08490,STU-08490,2024,Third_Term_May_Jul,83,1,0,24.6,40.7,MEDIUM
GRD-08491,STU-08491,2024,First_Term_Sep_Dec,112,4,0,12.3,,HIGH
GRD-08492,STU-08492,2024,First_Term_Sep_Dec,21,0,0,91.7,3.5,LOW
GRD-08493,STU-08493,2025,Second_Term_Jan_Apr,43,1,0,37.8,53.9,MEDIUM
GRD-08494,STU-08494,2023,First_Term_Sep_Dec,100,3,0,0.0,,HIGH
GRD-08495,STU-08495,2025,First_Term_Sep_Dec,23,2,0,20.7,48.7,LOW
GRD-08496,STU-08496,2023,Second_Term_Jan_Apr,13,0,0,28.7,,LOW
GRD-08497,STU-08497,2024,First_Term_Sep_Dec,52,2,0,22.7,51.2,MEDIUM
GRD-08498,STU-08498,2025,First_Term_Sep_Dec,50,2,0,31.7,53.2,MEDIUM
GRD-08499,STU-08499,2025,Third_Term_May_Jul,133,3,0,7.4,,HIGH
GRD-08500,STU-08500,2023,First_Term_Sep_Dec,12,0,0,30.9,0.8,LOW
GRD-08501,STU-08501,2024,First_Term_Sep_Dec,18,0,0,92.4,4.1,LOW
GRD-08502,STU-08502,2023,First_Term_Sep_Dec,16,0,0,32.0,,MEDIUM
GRD-08503,STU-08503,2024,First_Term_Sep_Dec,0,1,1,29.4,71.9,LOW
GRD-08504,STU-08504,2023,Second_Term_Jan_Apr,41,1,0,88.0,6.2,LOW
GRD-08505,STU-08505,2025,Second_Term_Jan_Apr,0,1,0,16.8,64.6,LOW
GRD-08506,STU-08506,2024,Third_Term_May_Jul,0,1,0,36.2,84.4,LOW
GRD-08507,STU-08507,2023,First_Term_Sep_Dec,90,4,0,6.3,,HIGH
GRD-08508,STU-08508,2023,Second_Term_Jan_Apr,48,1,0,22.9,77.9,MEDIUM
GRD-08509,STU-08509,2024,Second_Term_Jan_Apr,113,4,0,1.3,,HIGH
GRD-08510,STU-08510,2023,Second_Term_Jan_Apr,23,3,0,29.6,96.8,MEDIUM
GRD-08511,STU-08511,2025,First_Term_Sep_Dec,35,1,0,15.3,66.6,MEDIUM
GRD-08512,STU-08512,2023,First_Term_Sep_Dec,18,1,0,21.4,71.8,LOW
GRD-08513,STU-08513,2025,First_Term_Sep_Dec,12,0,0,99.1,6.0,LOW
GRD-08514,STU-08514,2025,Third_Term_May_Jul,136,4,0,5.4,,HIGH
GRD-08515,STU-08515,2023,Second_Term_Jan_Apr,33,1,0,79.0,3.4,LOW
GRD-08516,STU-08516,2025,First_Term_Sep_Dec,9,1,0,24.3,72.0,LOW
GRD-08517,STU-08517,2023,Third_Term_May_Jul,44,2,0,24.0,65.3,MEDIUM
GRD-08518,STU-08518,2025,First_Term_Sep_Dec,90,2,0,4.9,,HIGH
GRD-08519,STU-08519,2025,Third_Term_May_Jul,27,1,0,91.4,2.4,LOW
GRD-08520,STU-08520,2023,First_Term_Sep_Dec,0,1,1,19.8,63.7,LOW
GRD-08521,STU-08521,2024,First_Term_Sep_Dec,49,2,0,19.6,53.0,MEDIUM
GRD-08522,STU-08522,2023,First_Term_Sep_Dec,15,1,0,33.2,51.6,LOW
GRD-08523,STU-08523,2025,Third_Term_May_Jul,44,1,0,26.1,41.0,MEDIUM
GRD-08524,STU-08524,2025,Third_Term_May_Jul,171,4,0,2.8,,HIGH
GRD-08525,STU-08525,2025,Third_Term_May_Jul,16,2,0,30.2,52.0,LOW
GRD-08526,STU-08526,2025,First_Term_Sep_Dec,22,0,0,89.7,2.7,LOW
GRD-08527,STU-08527,2024,Second_Term_Jan_Apr,11,0,0,27.2,,LOW
GRD-08528,STU-08528,2023,First_Term_Sep_Dec,17,0,0,87.3,2.2,LOW
GRD-08529,STU-08529,2023,Third_Term_May_Jul,131,4,0,6.2,,HIGH
GRD-08530,STU-08530,2023,Second_Term_Jan_Apr,0,2,1,23.0,41.4,LOW
GRD-08531,STU-08531,2024,First_Term_Sep_Dec,5,1,0,29.7,43.9,LOW
GRD-08532,STU-08532,2025,First_Term_Sep_Dec,90,5,0,7.6,,HIGH
GRD-08533,STU-08533,2025,Second_Term_Jan_Apr,12,0,0,22.0,91.0,LOW
GRD-08534,STU-08534,2024,Second_Term_Jan_Apr,146,5,0,0.0,,HIGH
GRD-08535,STU-08535,2025,First_Term_Sep_Dec,17,0,0,26.3,0.3,LOW
GRD-08536,STU-08536,2025,Second_Term_Jan_Apr,0,1,0,36.5,94.1,LOW
GRD-08537,STU-08537,2023,Third_Term_May_Jul,26,1,0,95.6,1.7,LOW
GRD-08538,STU-08538,2023,Third_Term_May_Jul,183,6,0,6.7,,HIGH
GRD-08539,STU-08539,2023,Third_Term_May_Jul,61,1,0,30.8,52.6,MEDIUM
GRD-08540,STU-08540,2025,Third_Term_May_Jul,48,3,0,27.7,79.6,MEDIUM
GRD-08541,STU-08541,2023,Second_Term_Jan_Apr,30,0,0,84.0,2.3,LOW
GRD-08542,STU-08542,2025,First_Term_Sep_Dec,18,1,0,98.0,2.1,LOW
GRD-08543,STU-08543,2025,Third_Term_May_Jul,63,0,0,29.7,53.6,MEDIUM
GRD-08544,STU-08544,2024,Third_Term_May_Jul,125,3,0,3.7,,HIGH
GRD-08545,STU-08545,2023,Third_Term_May_Jul,17,0,0,22.1,0.4,LOW
GRD-08546,STU-08546,2025,Third_Term_May_Jul,15,0,0,89.6,6.2,LOW
GRD-08547,STU-08547,2024,First_Term_Sep_Dec,7,0,0,99.8,4.2,LOW
GRD-08548,STU-08548,2024,Second_Term_Jan_Apr,2,1,0,30.9,87.7,LOW
GRD-08549,STU-08549,2024,Second_Term_Jan_Apr,29,0,0,33.0,75.2,LOW
GRD-08550,STU-08550,2024,Third_Term_May_Jul,157,4,0,0.5,,HIGH
GRD-08551,STU-08551,2024,First_Term_Sep_Dec,56,1,0,29.4,62.7,MEDIUM
GRD-08552,STU-08552,2024,Second_Term_Jan_Apr,42,0,0,77.5,5.3,LOW
GRD-08553,STU-08553,2023,First_Term_Sep_Dec,11,0,0,26.8,,LOW
GRD-08554,STU-08554,2025,Third_Term_May_Jul,4,1,0,22.1,64.5,LOW
GRD-08555,STU-08555,2025,Second_Term_Jan_Apr,108,4,0,5.7,,HIGH
GRD-08556,STU-08556,2024,Third_Term_May_Jul,0,0,0,15.1,75.1,LOW
GRD-08557,STU-08557,2025,Second_Term_Jan_Apr,33,2,0,80.3,8.3,LOW
GRD-08558,STU-08558,2023,First_Term_Sep_Dec,18,0,0,90.5,4.7,LOW
GRD-08559,STU-08559,2023,Third_Term_May_Jul,110,3,0,4.0,,HIGH
GRD-08560,STU-08560,2024,Second_Term_Jan_Apr,48,0,0,78.9,1.2,LOW
GRD-08561,STU-08561,2023,First_Term_Sep_Dec,18,0,0,99.1,2.6,LOW
GRD-08562,STU-08562,2023,First_Term_Sep_Dec,0,1,1,30.6,67.4,LOW
GRD-08563,STU-08563,2024,Third_Term_May_Jul,154,6,0,2.3,,HIGH
GRD-08564,STU-08564,2023,First_Term_Sep_Dec,36,1,0,27.2,34.6,MEDIUM
GRD-08565,STU-08565,2025,First_Term_Sep_Dec,14,0,0,88.5,5.1,LOW
GRD-08566,STU-08566,2024,First_Term_Sep_Dec,69,1,0,29.1,78.4,MEDIUM
GRD-08567,STU-08567,2023,First_Term_Sep_Dec,16,0,0,32.5,,MEDIUM
GRD-08568,STU-08568,2024,Second_Term_Jan_Apr,29,1,0,83.4,7.4,LOW
GRD-08569,STU-08569,2023,Third_Term_May_Jul,0,2,1,25.3,67.0,LOW
GRD-08570,STU-08570,2023,Second_Term_Jan_Apr,33,0,0,70.4,4.7,LOW
GRD-08571,STU-08571,2025,First_Term_Sep_Dec,16,1,0,94.7,6.2,LOW
GRD-08572,STU-08572,2024,First_Term_Sep_Dec,18,1,0,85.5,6.0,LOW
GRD-08573,STU-08573,2024,Third_Term_May_Jul,37,2,0,32.3,41.5,MEDIUM
GRD-08574,STU-08574,2024,First_Term_Sep_Dec,90,4,0,6.2,,HIGH
GRD-08575,STU-08575,2023,First_Term_Sep_Dec,90,4,0,11.7,,HIGH
GRD-08576,STU-08576,2024,Second_Term_Jan_Apr,19,0,0,25.0,0.4,LOW
GRD-08577,STU-08577,2023,First_Term_Sep_Dec,26,0,0,32.3,0.7,LOW
GRD-08578,STU-08578,2024,Second_Term_Jan_Apr,18,0,0,27.3,0.4,LOW
GRD-08579,STU-08579,2023,Third_Term_May_Jul,40,0,0,100.0,3.7,LOW
GRD-08580,STU-08580,2024,First_Term_Sep_Dec,90,2,0,0.0,,HIGH
GRD-08581,STU-08581,2025,First_Term_Sep_Dec,90,5,0,3.5,,HIGH
GRD-08582,STU-08582,2023,Third_Term_May_Jul,26,0,0,100.0,6.3,LOW
GRD-08583,STU-08583,2024,Third_Term_May_Jul,19,0,0,84.4,4.5,LOW
GRD-08584,STU-08584,2024,Third_Term_May_Jul,16,0,0,24.9,0.7,LOW
GRD-08585,STU-08585,2025,Second_Term_Jan_Apr,152,5,0,5.1,,HIGH
GRD-08586,STU-08586,2023,First_Term_Sep_Dec,18,0,0,28.4,,MEDIUM
GRD-08587,STU-08587,2024,First_Term_Sep_Dec,25,1,0,39.9,84.1,LOW
GRD-08588,STU-08588,2024,Second_Term_Jan_Apr,148,6,0,5.6,,HIGH
GRD-08589,STU-08589,2025,Second_Term_Jan_Apr,25,0,0,80.4,3.0,LOW
GRD-08590,STU-08590,2023,First_Term_Sep_Dec,21,1,0,83.6,3.0,LOW
GRD-08591,STU-08591,2024,Third_Term_May_Jul,20,0,0,34.1,0.4,LOW
GRD-08592,STU-08592,2024,Second_Term_Jan_Apr,88,1,0,12.8,110.5,MEDIUM
GRD-08593,STU-08593,2023,First_Term_Sep_Dec,21,0,0,28.7,,MEDIUM
GRD-08594,STU-08594,2024,Third_Term_May_Jul,25,0,0,83.9,4.2,LOW
GRD-08595,STU-08595,2023,Third_Term_May_Jul,44,0,0,92.1,4.7,LOW
GRD-08596,STU-08596,2023,Third_Term_May_Jul,13,0,0,22.9,0.5,LOW
GRD-08597,STU-08597,2023,Third_Term_May_Jul,15,0,0,32.6,,MEDIUM
GRD-08598,STU-08598,2024,Third_Term_May_Jul,41,1,0,92.5,5.6,LOW
GRD-08599,STU-08599,2025,Second_Term_Jan_Apr,43,2,0,30.5,53.7,MEDIUM
GRD-08600,STU-08600,2025,Second_Term_Jan_Apr,34,0,0,79.2,4.6,LOW
GRD-08601,STU-08601,2023,First_Term_Sep_Dec,90,5,0,4.8,,HIGH
GRD-08602,STU-08602,2023,Second_Term_Jan_Apr,104,2,0,4.4,,HIGH
GRD-08603,STU-08603,2023,Third_Term_May_Jul,180,5,0,5.0,,HIGH
GRD-08604,STU-08604,2023,Second_Term_Jan_Apr,35,0,0,84.4,5.8,LOW
GRD-08605,STU-08605,2024,Second_Term_Jan_Apr,121,4,0,5.5,,HIGH
GRD-08606,STU-08606,2024,First_Term_Sep_Dec,39,0,0,28.2,69.4,LOW
GRD-08607,STU-08607,2024,Third_Term_May_Jul,132,7,0,3.0,,HIGH
GRD-08608,STU-08608,2024,Third_Term_May_Jul,28,2,0,26.4,72.5,LOW
GRD-08609,STU-08609,2023,Third_Term_May_Jul,59,2,0,25.7,53.8,MEDIUM
GRD-08610,STU-08610,2024,Third_Term_May_Jul,44,2,0,18.6,75.2,MEDIUM
GRD-08611,STU-08611,2025,First_Term_Sep_Dec,84,2,0,29.6,61.3,MEDIUM
GRD-08612,STU-08612,2025,Third_Term_May_Jul,25,0,0,96.0,2.9,LOW
GRD-08613,STU-08613,2024,First_Term_Sep_Dec,90,2,0,4.5,,HIGH
GRD-08614,STU-08614,2024,Third_Term_May_Jul,13,0,0,28.7,0.8,LOW
GRD-08615,STU-08615,2024,First_Term_Sep_Dec,105,6,0,3.6,,HIGH
GRD-08616,STU-08616,2023,Second_Term_Jan_Apr,46,1,0,87.8,8.0,LOW
GRD-08617,STU-08617,2025,First_Term_Sep_Dec,90,3,0,7.8,,HIGH
GRD-08618,STU-08618,2025,First_Term_Sep_Dec,16,0,0,75.7,4.9,LOW
GRD-08619,STU-08619,2024,Third_Term_May_Jul,30,0,0,33.1,75.8,LOW
GRD-08620,STU-08620,2025,Second_Term_Jan_Apr,30,1,0,73.1,6.1,LOW
GRD-08621,STU-08621,2023,First_Term_Sep_Dec,11,0,0,35.9,0.3,LOW
GRD-08622,STU-08622,2024,Third_Term_May_Jul,34,0,0,90.1,3.2,LOW
GRD-08623,STU-08623,2024,Second_Term_Jan_Apr,20,0,0,22.3,0.4,LOW
GRD-08624,STU-08624,2025,First_Term_Sep_Dec,11,0,0,29.4,62.1,LOW
GRD-08625,STU-08625,2024,Third_Term_May_Jul,44,1,0,29.9,58.2,MEDIUM
GRD-08626,STU-08626,2024,Third_Term_May_Jul,52,1,0,13.5,65.7,MEDIUM
GRD-08627,STU-08627,2025,Second_Term_Jan_Apr,62,2,0,22.0,97.7,MEDIUM
GRD-08628,STU-08628,2025,Third_Term_May_Jul,35,1,0,93.2,3.4,LOW
GRD-08629,STU-08629,2023,Second_Term_Jan_Apr,18,0,0,20.4,,MEDIUM
GRD-08630,STU-08630,2024,Third_Term_May_Jul,35,0,0,13.5,60.6,LOW
GRD-08631,STU-08631,2023,First_Term_Sep_Dec,113,6,0,0.0,,HIGH
GRD-08632,STU-08632,2025,Second_Term_Jan_Apr,36,0,0,76.7,6.8,LOW
GRD-08633,STU-08633,2024,Second_Term_Jan_Apr,98,1,0,27.4,51.5,MEDIUM
GRD-08634,STU-08634,2024,First_Term_Sep_Dec,19,0,0,32.4,0.4,LOW
GRD-08635,STU-08635,2024,First_Term_Sep_Dec,14,1,0,95.9,2.0,LOW
GRD-08636,STU-08636,2023,First_Term_Sep_Dec,49,0,0,28.3,55.9,LOW
GRD-08637,STU-08637,2025,Third_Term_May_Jul,64,1,0,19.7,61.8,MEDIUM
GRD-08638,STU-08638,2023,First_Term_Sep_Dec,14,1,0,100.0,3.4,LOW
GRD-08639,STU-08639,2023,Third_Term_May_Jul,19,2,0,13.5,76.4,LOW
GRD-08640,STU-08640,2024,First_Term_Sep_Dec,9,0,0,95.8,2.0,LOW
GRD-08641,STU-08641,2025,First_Term_Sep_Dec,97,7,0,1.6,,HIGH
GRD-08642,STU-08642,2025,Second_Term_Jan_Apr,71,0,0,12.8,78.1,MEDIUM
GRD-08643,STU-08643,2023,First_Term_Sep_Dec,90,2,0,9.0,,HIGH
GRD-08644,STU-08644,2025,First_Term_Sep_Dec,20,0,0,94.2,4.0,LOW
GRD-08645,STU-08645,2024,Third_Term_May_Jul,20,0,0,90.2,4.6,LOW
GRD-08646,STU-08646,2024,Second_Term_Jan_Apr,15,0,0,37.2,0.2,LOW
GRD-08647,STU-08647,2025,First_Term_Sep_Dec,101,1,0,4.1,,HIGH
GRD-08648,STU-08648,2024,First_Term_Sep_Dec,90,3,0,10.2,,HIGH
GRD-08649,STU-08649,2024,Third_Term_May_Jul,106,4,0,5.0,,HIGH
GRD-08650,STU-08650,2024,First_Term_Sep_Dec,15,1,0,94.2,6.8,LOW
GRD-08651,STU-08651,2025,Third_Term_May_Jul,66,1,0,30.6,48.0,MEDIUM
GRD-08652,STU-08652,2024,First_Term_Sep_Dec,12,1,0,87.8,4.3,LOW
GRD-08653,STU-08653,2025,Second_Term_Jan_Apr,32,0,0,75.2,3.0,LOW
GRD-08654,STU-08654,2023,Third_Term_May_Jul,18,0,0,31.9,,MEDIUM
GRD-08655,STU-08655,2023,First_Term_Sep_Dec,21,1,0,84.4,2.5,LOW
GRD-08656,STU-08656,2023,Third_Term_May_Jul,16,0,0,34.6,,MEDIUM
GRD-08657,STU-08657,2023,First_Term_Sep_Dec,17,0,0,88.5,2.3,LOW
GRD-08658,STU-08658,2024,Third_Term_May_Jul,14,0,0,31.7,,LOW
GRD-08659,STU-08659,2025,First_Term_Sep_Dec,71,2,0,37.5,52.2,MEDIUM
GRD-08660,STU-08660,2024,First_Term_Sep_Dec,62,1,0,21.6,58.9,MEDIUM
GRD-08661,STU-08661,2023,First_Term_Sep_Dec,15,0,0,94.3,5.3,LOW
GRD-08662,STU-08662,2025,Third_Term_May_Jul,27,1,0,92.7,4.9,LOW
GRD-08663,STU-08663,2023,Third_Term_May_Jul,21,0,0,40.0,0.2,LOW
GRD-08664,STU-08664,2025,First_Term_Sep_Dec,17,0,0,90.6,3.5,LOW
GRD-08665,STU-08665,2024,Third_Term_May_Jul,23,0,0,33.8,,MEDIUM
GRD-08666,STU-08666,2023,First_Term_Sep_Dec,102,3,0,6.9,,HIGH
GRD-08667,STU-08667,2025,Second_Term_Jan_Apr,45,1,0,19.4,85.4,MEDIUM
GRD-08668,STU-08668,2024,Third_Term_May_Jul,163,5,0,3.9,,HIGH
GRD-08669,STU-08669,2025,First_Term_Sep_Dec,14,2,0,100.0,4.7,LOW
GRD-08670,STU-08670,2025,Third_Term_May_Jul,156,7,0,3.4,,HIGH
GRD-08671,STU-08671,2025,Third_Term_May_Jul,67,0,0,36.3,82.7,MEDIUM
GRD-08672,STU-08672,2024,Second_Term_Jan_Apr,14,0,0,26.3,0.3,LOW
GRD-08673,STU-08673,2025,First_Term_Sep_Dec,90,3,0,4.8,,HIGH
GRD-08674,STU-08674,2024,Second_Term_Jan_Apr,0,2,1,23.5,67.2,LOW
GRD-08675,STU-08675,2023,First_Term_Sep_Dec,19,0,0,89.2,3.0,LOW
GRD-08676,STU-08676,2023,Third_Term_May_Jul,18,0,0,26.9,,MEDIUM
GRD-08677,STU-08677,2024,First_Term_Sep_Dec,0,1,1,26.7,54.4,LOW
GRD-08678,STU-08678,2024,Second_Term_Jan_Apr,96,1,0,16.9,97.5,MEDIUM
GRD-08679,STU-08679,2023,First_Term_Sep_Dec,14,1,0,88.6,2.8,LOW
GRD-08680,STU-08680,2023,Second_Term_Jan_Apr,20,0,0,29.8,0.3,LOW
GRD-08681,STU-08681,2025,Second_Term_Jan_Apr,19,2,0,23.4,82.9,LOW
GRD-08682,STU-08682,2025,Second_Term_Jan_Apr,37,2,0,81.5,4.0,LOW
GRD-08683,STU-08683,2023,First_Term_Sep_Dec,18,0,0,88.3,5.0,LOW
GRD-08684,STU-08684,2024,First_Term_Sep_Dec,17,1,0,24.5,90.3,LOW
GRD-08685,STU-08685,2025,First_Term_Sep_Dec,67,1,0,37.9,70.0,MEDIUM
GRD-08686,STU-08686,2025,Second_Term_Jan_Apr,40,0,0,85.3,4.9,LOW
GRD-08687,STU-08687,2023,Third_Term_May_Jul,20,1,0,95.3,2.5,LOW
GRD-08688,STU-08688,2024,Second_Term_Jan_Apr,13,0,0,38.3,,LOW
GRD-08689,STU-08689,2025,Third_Term_May_Jul,23,1,0,40.0,43.5,LOW
GRD-08690,STU-08690,2024,Third_Term_May_Jul,17,0,0,25.3,0.4,LOW
GRD-08691,STU-08691,2024,Third_Term_May_Jul,23,1,0,30.3,52.5,LOW
GRD-08692,STU-08692,2025,Third_Term_May_Jul,32,1,0,91.2,6.0,LOW
GRD-08693,STU-08693,2025,Third_Term_May_Jul,18,3,0,29.5,40.1,MEDIUM
GRD-08694,STU-08694,2024,Second_Term_Jan_Apr,43,0,0,79.9,2.3,LOW
GRD-08695,STU-08695,2025,Second_Term_Jan_Apr,36,0,0,75.7,4.3,LOW
GRD-08696,STU-08696,2024,First_Term_Sep_Dec,19,0,0,88.3,2.3,LOW
GRD-08697,STU-08697,2025,Third_Term_May_Jul,139,6,0,2.9,,HIGH
GRD-08698,STU-08698,2024,Second_Term_Jan_Apr,42,1,0,82.3,4.9,LOW
GRD-08699,STU-08699,2025,First_Term_Sep_Dec,29,1,0,23.3,61.5,LOW
GRD-08700,STU-08700,2025,Third_Term_May_Jul,19,1,0,26.1,0.8,LOW
GRD-08701,STU-08701,2024,First_Term_Sep_Dec,19,1,0,98.2,4.5,LOW
