student_id,tenant_id,school_type,academic_year,term,fee_payment_days_late,paid_before_resumption,attendance_rate,consecutive_absences,score_avg,subject_failure_count,dropout_risk_label
STU-08680,1,elite_private,2024,Term2_Jan_Apr,0,1,98.6,1,92.5,0,LOW
STU-08681,3,public_state,2023,Term1_Sep_Dec,13.9,0,73.9,6,53.9,2,MEDIUM
STU-08682,3,public_state,2025,Term2_Jan_Apr,4.8,0,73.1,0,39.6,4,MEDIUM
STU-08683,1,elite_private,2024,Term1_Sep_Dec,0,1,99.2,1,97.1,0,LOW
STU-08684,2,low_cost_private,2023,Term1_Sep_Dec,46.1,0,60.2,0,41.6,4,MEDIUM
STU-08685,1,elite_private,2025,Term1_Sep_Dec,0,1,97.6,2,89.6,0,LOW
STU-08686,3,public_state,2023,Term1_Sep_Dec,5.0,0,39.4,0,36.4,3,MEDIUM
STU-08687,2,low_cost_private,2025,Term2_Jan_Apr,54.6,0,45.2,15,41.9,3,HIGH
STU-08688,1,elite_private,2024,Term3_Apr_Jul,5.3,0,72.1,1,75.3,0,LOW
STU-08689,2,low_cost_private,2023,Term1_Sep_Dec,64.4,0,65.5,13,37.8,6,HIGH
STU-08690,2,low_cost_private,2024,Term1_Sep_Dec,53.2,0,49.5,14,27.4,5,HIGH
STU-08691,2,low_cost_private,2025,Term3_Apr_Jul,40.4,0,45.0,11,27.0,3,HIGH
STU-08692,3,public_state,2024,Term3_Apr_Jul,60,0,41.0,11,23.4,4,HIGH
STU-08693,1,elite_private,2023,Term2_Jan_Apr,0,1,99.2,1,83.2,0,LOW
STU-08694,2,low_cost_private,2025,Term2_Jan_Apr,15.5,0,86.5,0,78.6,0,LOW
STU-08695,2,low_cost_private,2023,Term1_Sep_Dec,61.0,0,44.6,6,40.3,4,HIGH
STU-08696,2,low_cost_private,2023,Term2_Jan_Apr,38.0,0,48.5,4,35.8,5,HIGH
STU-08697,2,low_cost_private,2024,Term2_Jan_Apr,52.0,0,38.1,7,46.8,1,HIGH
STU-08698,3,public_state,2023,Term1_Sep_Dec,20.1,0,44.7,1,20,5,HIGH
STU-08699,2,low_cost_private,2024,Term1_Sep_Dec,29.3,0,67.1,0,35.4,3,MEDIUM
STU-08700,1,elite_private,2025,Term2_Jan_Apr,0,1,100,0,95.0,0,LOW
STU-08701,1,elite_private,2024,Term3_Apr_Jul,9.4,0,61.2,0,49.3,0,LOW
STU-08702,3,public_state,2023,Term3_Apr_Jul,8.0,0,57.9,4,28.6,2,MEDIUM
STU-08703,1,elite_private,2025,Term3_Apr_Jul,0,1,100,0,95.7,0,LOW
STU-08704,1,elite_private,2024,Term2_Jan_Apr,0,1,100,0,79.7,0,LOW
STU-08705,2,low_cost_private,2024,Term3_Apr_Jul,21.8,0,37.7,7,20,3,HIGH
STU-08706,1,elite_private,2025,Term3_Apr_Jul,14,0,,,,,WITHDRAWN
STU-08707,1,elite_private,2024,Term3_Apr_Jul,8.5,0,46.8,1,85,1,MEDIUM
STU-08708,2,low_cost_private,2024,Term3_Apr_Jul,74.4,0,33.5,6,58.6,0,MEDIUM
STU-08709,1,elite_private,2023,Term2_Jan_Apr,0,1,97.6,3,86.3,0,LOW
STU-08710,3,public_state,2023,Term2_Jan_Apr,13.8,0,68.8,8,54.9,1,MEDIUM
STU-08711,3,public_state,2024,Term3_Apr_Jul,19.9,0,45.0,0,47.0,3,MEDIUM
STU-08712,2,low_cost_private,2025,Term1_Sep_Dec,17.2,0,86.7,2,72.8,0,LOW
STU-08713,2,low_cost_private,2023,Term3_Apr_Jul,97.5,0,46.3,13,43.2,2,HIGH
STU-08714,1,elite_private,2023,Term1_Sep_Dec,0,1,70.5,7,66.2,0,LOW
STU-08715,2,low_cost_private,2024,Term2_Jan_Apr,51.7,0,24.5,7,44.5,4,HIGH
STU-08716,2,low_cost_private,2025,Term1_Sep_Dec,29.9,0,65.0,5,37.8,3,MEDIUM
STU-08717,1,elite_private,2024,Term2_Jan_Apr,0,1,100,0,94.2,0,LOW
STU-08718,3,public_state,2023,Term1_Sep_Dec,29.9,0,53.9,0,20,3,MEDIUM
STU-08719,2,low_cost_private,2025,Term2_Jan_Apr,37.4,0,52.5,6,25.6,3,HIGH
STU-08720,1,elite_private,2025,Term3_Apr_Jul,0.3,0,79.3,0,59.9,0,LOW
STU-08721,3,public_state,2025,Term1_Sep_Dec,5.6,0,66.5,0,36.8,2,MEDIUM
STU-08722,2,low_cost_private,2024,Term1_Sep_Dec,20.9,0,60.4,2,38.6,4,MEDIUM
STU-08723,1,elite_private,2025,Term3_Apr_Jul,0,1,61.5,0,23.2,3,MEDIUM
STU-08724,3,public_state,2023,Term3_Apr_Jul,44.2,0,50.8,4,20,6,HIGH
STU-08725,2,low_cost_private,2023,Term2_Jan_Apr,17.9,0,89.4,3,87.7,0,LOW
STU-08726,2,low_cost_private,2025,Term3_Apr_Jul,14.8,0,85.3,2,76.8,0,LOW
STU-08727,2,low_cost_private,2024,Term2_Jan_Apr,22.7,0,27.9,0,53.9,2,MEDIUM
STU-08728,3,public_state,2025,Term1_Sep_Dec,19.2,0,76.1,8,41.6,2,MEDIUM
STU-08729,3,public_state,2024,Term1_Sep_Dec,49.9,0,59.1,8,23.9,5,HIGH
STU-08730,1,elite_private,2025,Term1_Sep_Dec,0,1,99.2,1,93.9,0,LOW
STU-08731,2,low_cost_private,2024,Term1_Sep_Dec,70.8,0,61.6,1,42.0,2,MEDIUM
STU-08732,3,public_state,2023,Term1_Sep_Dec,18.1,0,54.5,10,43.1,2,MEDIUM
STU-08733,3,public_state,2025,Term1_Sep_Dec,32.1,0,68.4,6,49.1,3,MEDIUM
STU-08734,2,low_cost_private,2025,Term1_Sep_Dec,26.5,0,63.8,4,71.7,0,MEDIUM
STU-08735,3,public_state,2023,Term3_Apr_Jul,60,0,49.8,3,53.9,1,HIGH
STU-08736,2,low_cost_private,2023,Term1_Sep_Dec,16.6,0,91.0,0,71.4,0,LOW
STU-08737,2,low_cost_private,2025,Term1_Sep_Dec,41.8,0,52.3,9,36.7,3,HIGH
STU-08738,2,low_cost_private,2023,Term3_Apr_Jul,73.0,0,39.9,13,43.5,3,HIGH
STU-08739,2,low_cost_private,2024,Term3_Apr_Jul,30.5,0,61.1,0,54.3,1,MEDIUM
STU-08740,3,public_state,2025,Term1_Sep_Dec,10.9,0,46.1,7,55.2,3,MEDIUM
STU-08741,2,low_cost_private,2024,Term3_Apr_Jul,36.7,0,48.0,7,26.3,4,HIGH
STU-08742,3,public_state,2023,Term1_Sep_Dec,26.5,0,67.5,0,52.1,0,LOW
STU-08743,2,low_cost_private,2023,Term3_Apr_Jul,75.6,0,60.5,1,33.2,5,HIGH
STU-08744,2,low_cost_private,2025,Term1_Sep_Dec,18.9,0,87.8,2,72.9,0,LOW
STU-08745,2,low_cost_private,2024,Term1_Sep_Dec,25.5,0,39.9,4,27.9,4,HIGH
STU-08746,3,public_state,2025,Term3_Apr_Jul,6.8,0,43.9,6,29.1,4,HIGH
STU-08747,1,elite_private,2025,Term3_Apr_Jul,14,0,,,,,WITHDRAWN
STU-08748,3,public_state,2024,Term1_Sep_Dec,36.0,0,49.7,7,20,4,HIGH
STU-08749,3,public_state,2023,Term2_Jan_Apr,17.3,0,42.9,9,22.0,5,HIGH
STU-08750,1,elite_private,2024,Term3_Apr_Jul,0,1,98.4,2,95.8,0,LOW
STU-08751,3,public_state,2023,Term2_Jan_Apr,30.9,0,82.8,0,43.7,2,MEDIUM
STU-08752,1,elite_private,2025,Term3_Apr_Jul,0,1,99.2,1,83.9,0,LOW
STU-08753,2,low_cost_private,2023,Term1_Sep_Dec,30.4,0,39.2,9,20,4,HIGH
STU-08754,3,public_state,2023,Term1_Sep_Dec,19.1,0,61.2,1,49.5,0,MEDIUM
STU-08755,3,public_state,2025,Term3_Apr_Jul,50.4,0,55.8,0,33.2,4,MEDIUM
STU-08756,2,low_cost_private,2024,Term1_Sep_Dec,70.3,0,45.2,6,41.7,3,HIGH
STU-08757,1,elite_private,2024,Term2_Jan_Apr,0,1,100,0,91.0,0,LOW
STU-08758,1,elite_private,2025,Term2_Jan_Apr,4.3,0,79.6,0,57.6,1,LOW
STU-08759,2,low_cost_private,2025,Term2_Jan_Apr,98.6,0,37.1,14,50.1,1,HIGH
STU-08760,2,low_cost_private,2025,Term3_Apr_Jul,71.6,0,38.3,6,26.1,6,HIGH
STU-08761,1,elite_private,2024,Term3_Apr_Jul,0,1,98.4,2,89.6,0,LOW
STU-08762,2,low_cost_private,2025,Term1_Sep_Dec,59.5,0,59.0,7,36.1,4,HIGH
STU-08763,3,public_state,2025,Term1_Sep_Dec,32.8,0,67.7,3,20,5,HIGH
STU-08764,1,elite_private,2025,Term3_Apr_Jul,0,1,100,0,87.1,0,LOW
STU-08765,1,elite_private,2024,Term1_Sep_Dec,0,1,100,0,83.8,0,LOW
STU-08766,1,elite_private,2024,Term2_Jan_Apr,14,0,,,,,WITHDRAWN
STU-08767,3,public_state,2025,Term2_Jan_Apr,16.4,0,60.7,6,59.3,0,MEDIUM
STU-08768,3,public_state,2025,Term1_Sep_Dec,27.8,0,29.0,0,24.7,5,HIGH
STU-08769,3,public_state,2025,Term1_Sep_Dec,15.6,0,59.8,1,71.7,1,MEDIUM
STU-08770,2,low_cost_private,2024,Term3_Apr_Jul,38.2,0,25.7,13,40.0,4,HIGH
STU-08771,2,low_cost_private,2024,Term2_Jan_Apr,16.7,0,41.4,13,25.4,4,HIGH
STU-08772,3,public_state,2025,Term1_Sep_Dec,12.3,0,34.5,9,71.8,1,MEDIUM
STU-08773,3,public_state,2025,Term1_Sep_Dec,27.0,0,80.3,0,44.8,2,LOW
STU-08774,1,elite_private,2024,Term3_Apr_Jul,3.7,0,82.8,0,45.5,2,LOW
STU-08775,1,elite_private,2024,Term1_Sep_Dec,0,1,98.6,0,88.7,0,LOW
STU-08776,3,public_state,2024,Term2_Jan_Apr,19.9,0,36.1,13,38.6,2,HIGH
STU-08777,3,public_state,2024,Term3_Apr_Jul,15.3,0,43.5,4,29.1,4,HIGH
STU-08778,2,low_cost_private,2024,Term2_Jan_Apr,24.4,0,54.8,4,55.6,2,MEDIUM
STU-08779,2,low_cost_private,2023,Term3_Apr_Jul,15.0,0,84.0,1,79.0,0,LOW
STU-08780,2,low_cost_private,2023,Term2_Jan_Apr,19.7,0,48.6,11,63.8,2,MEDIUM
STU-08781,1,elite_private,2025,Term2_Jan_Apr,0,1,100,0,87.9,0,LOW
STU-08782,2,low_cost_private,2024,Term3_Apr_Jul,18.6,0,79.4,2,80.8,0,LOW
STU-08783,1,elite_private,2025,Term1_Sep_Dec,0,1,99.2,1,88.5,0,LOW
STU-08784,2,low_cost_private,2024,Term1_Sep_Dec,16.1,0,87.6,1,85.8,0,LOW
STU-08785,1,elite_private,2024,Term2_Jan_Apr,0,1,97.8,1,95.6,0,LOW
STU-08786,2,low_cost_private,2023,Term3_Apr_Jul,42.2,0,46.1,4,66.7,0,MEDIUM
STU-08787,2,low_cost_private,2024,Term1_Sep_Dec,26.7,0,39.8,14,70.2,1,MEDIUM
STU-08788,1,elite_private,2024,Term3_Apr_Jul,0,1,100,0,83.4,0,LOW
STU-08789,2,low_cost_private,2023,Term2_Jan_Apr,61.6,0,64.8,1,51.3,2,MEDIUM
STU-08790,1,elite_private,2024,Term1_Sep_Dec,0,1,65.5,1,66.9,0,LOW
STU-08791,3,public_state,2023,Term2_Jan_Apr,37.8,0,49.4,0,44.5,2,MEDIUM
STU-08792,2,low_cost_private,2023,Term3_Apr_Jul,36.7,0,34.5,11,21.7,3,HIGH
STU-08793,1,elite_private,2025,Term2_Jan_Apr,0,1,98.4,2,92.3,0,LOW
STU-08794,3,public_state,2025,Term1_Sep_Dec,16.2,0,57.6,3,51.6,3,MEDIUM
STU-08795,3,public_state,2023,Term3_Apr_Jul,3.6,0,56.1,1,36.0,2,MEDIUM
STU-08796,1,elite_private,2023,Term3_Apr_Jul,10.9,0,64.3,4,53.9,1,MEDIUM
STU-08797,3,public_state,2023,Term1_Sep_Dec,7.8,0,92.2,1,73.5,0,LOW
STU-08798,2,low_cost_private,2025,Term1_Sep_Dec,31.6,0,57.9,15,20,6,HIGH
STU-08799,1,elite_private,2025,Term1_Sep_Dec,0,1,99.2,1,86.9,0,LOW
STU-08800,1,elite_private,2025,Term3_Apr_Jul,10.9,0,66.1,4,69.9,1,LOW
STU-08801,3,public_state,2025,Term2_Jan_Apr,60,0,64.4,7,24.2,6,HIGH
STU-08802,1,elite_private,2025,Term3_Apr_Jul,14,0,,,,,WITHDRAWN
STU-08803,3,public_state,2023,Term3_Apr_Jul,36.3,0,41.4,8,31.3,3,HIGH
STU-08804,3,public_state,2023,Term2_Jan_Apr,4.4,0,69.2,3,62.2,1,MEDIUM
STU-08805,3,public_state,2025,Term1_Sep_Dec,6.4,0,91.2,1,70.0,0,LOW
STU-08806,2,low_cost_private,2025,Term3_Apr_Jul,16.4,0,87.9,1,69.6,0,LOW
STU-08807,3,public_state,2025,Term2_Jan_Apr,20.3,0,65.7,15,30.2,2,MEDIUM
STU-08808,3,public_state,2025,Term3_Apr_Jul,20.3,0,51.0,9,46.4,0,MEDIUM
STU-08809,3,public_state,2025,Term3_Apr_Jul,24.9,0,44.7,3,20,3,HIGH
STU-08810,2,low_cost_private,2024,Term1_Sep_Dec,76.6,0,60.2,7,35.2,3,HIGH
STU-08811,1,elite_private,2025,Term1_Sep_Dec,2.4,0,87.6,3,64.8,0,LOW
STU-08812,1,elite_private,2025,Term2_Jan_Apr,0,1,86.8,1,56.8,1,LOW
STU-08813,3,public_state,2025,Term3_Apr_Jul,8.4,0,28.6,5,35.0,2,MEDIUM
STU-08814,2,low_cost_private,2024,Term2_Jan_Apr,70.4,0,24.0,16,60.1,2,HIGH
STU-08815,2,low_cost_private,2024,Term1_Sep_Dec,66.8,0,66.2,7,34.2,3,HIGH
STU-08816,2,low_cost_private,2023,Term3_Apr_Jul,62.0,0,60.7,7,48.0,4,HIGH
STU-08817,2,low_cost_private,2024,Term1_Sep_Dec,30.2,0,26.2,7,21.9,4,HIGH
STU-08818,3,public_state,2023,Term3_Apr_Jul,13.2,0,43.5,1,46.0,2,MEDIUM
STU-08819,2,low_cost_private,2024,Term2_Jan_Apr,49.6,0,44.9,6,39.4,5,HIGH
STU-08820,3,public_state,2025,Term2_Jan_Apr,3.5,0,92.8,2,71.5,0,LOW
STU-08821,2,low_cost_private,2024,Term1_Sep_Dec,21.4,0,85.4,2,78.8,0,LOW
STU-08822,2,low_cost_private,2024,Term2_Jan_Apr,40.7,0,49.9,10,70.9,0,MEDIUM
STU-08823,1,elite_private,2025,Term3_Apr_Jul,0,1,99.5,0,77.4,0,LOW
STU-08824,1,elite_private,2025,Term3_Apr_Jul,0,1,99.2,1,89.6,0,LOW
STU-08825,3,public_state,2023,Term1_Sep_Dec,5.2,0,90.0,1,68.6,0,LOW
STU-08826,2,low_cost_private,2025,Term1_Sep_Dec,62.9,0,44.4,4,20.5,4,HIGH
STU-08827,2,low_cost_private,2023,Term3_Apr_Jul,34.1,0,52.2,13,42.4,5,HIGH
STU-08828,3,public_state,2025,Term2_Jan_Apr,17.9,0,63.3,3,48.7,2,MEDIUM
STU-08829,2,low_cost_private,2023,Term2_Jan_Apr,53.0,0,50.2,4,49.2,2,MEDIUM
STU-08830,1,elite_private,2024,Term1_Sep_Dec,14,0,,,,,WITHDRAWN
STU-08831,1,elite_private,2025,Term1_Sep_Dec,0,1,100,0,96.4,0,LOW
STU-08832,3,public_state,2023,Term1_Sep_Dec,60,0,46.2,3,48.8,2,HIGH
STU-08833,2,low_cost_private,2024,Term3_Apr_Jul,17.0,0,80.1,1,82.2,0,LOW
STU-08834,2,low_cost_private,2025,Term1_Sep_Dec,18.2,0,89.1,1,71.3,0,LOW
STU-08835,3,public_state,2023,Term3_Apr_Jul,27.7,0,59.3,5,48.5,2,MEDIUM
STU-08836,3,public_state,2023,Term2_Jan_Apr,9.5,0,49.4,7,26.2,2,HIGH
STU-08837,2,low_cost_private,2023,Term1_Sep_Dec,70.6,0,39.1,8,58.7,0,HIGH
STU-08838,2,low_cost_private,2025,Term3_Apr_Jul,52.1,0,45.8,5,37.8,5,HIGH
STU-08839,3,public_state,2023,Term1_Sep_Dec,11.2,0,48.6,3,27.2,4,HIGH
STU-08840,2,low_cost_private,2023,Term1_Sep_Dec,50.7,0,57.6,6,53.5,4,HIGH
STU-08841,2,low_cost_private,2024,Term3_Apr_Jul,68.6,0,46.3,8,64.2,0,HIGH
STU-08842,3,public_state,2024,Term1_Sep_Dec,10.9,0,90.2,1,67.0,0,LOW
STU-08843,2,low_cost_private,2025,Term1_Sep_Dec,47.1,0,36.5,10,42.9,3,HIGH
STU-08844,2,low_cost_private,2025,Term1_Sep_Dec,36.7,0,25.6,14,37.3,5,HIGH
STU-08845,3,public_state,2023,Term1_Sep_Dec,49.9,0,58.7,12,32.6,4,HIGH
STU-08846,3,public_state,2024,Term3_Apr_Jul,22.5,0,40.9,12,20,3,HIGH
STU-08847,2,low_cost_private,2025,Term1_Sep_Dec,15.9,0,86.0,2,74.0,0,LOW
STU-08848,1,elite_private,2023,Term1_Sep_Dec,0,1,99.2,1,99.4,0,LOW
STU-08849,3,public_state,2023,Term3_Apr_Jul,55.8,0,22.3,8,34.2,4,HIGH
STU-08850,3,public_state,2024,Term1_Sep_Dec,13.3,0,62.2,12,48.3,2,MEDIUM
STU-08851,2,low_cost_private,2023,Term2_Jan_Apr,39.2,0,45.1,4,20,4,HIGH
STU-08852,1,elite_private,2025,Term2_Jan_Apr,14,0,,,,,WITHDRAWN
STU-08853,2,low_cost_private,2025,Term1_Sep_Dec,21.6,0,47.2,0,43.5,2,MEDIUM
STU-08854,2,low_cost_private,2023,Term2_Jan_Apr,39.4,0,50.0,0,50.0,2,MEDIUM
STU-08855,2,low_cost_private,2023,Term3_Apr_Jul,23.5,0,41.5,11,52.4,4,HIGH
STU-08856,3,public_state,2024,Term1_Sep_Dec,13.1,0,54.2,6,37.7,3,MEDIUM
STU-08857,2,low_cost_private,2024,Term1_Sep_Dec,26.2,0,59.9,0,66.0,0,LOW
STU-08858,3,public_state,2025,Term1_Sep_Dec,23.1,0,66.2,1,39.8,3,MEDIUM
STU-08859,1,elite_private,2023,Term3_Apr_Jul,0,1,100,0,89.0,0,LOW
STU-08860,2,low_cost_private,2025,Term2_Jan_Apr,26.1,0,55.8,6,25.7,5,HIGH
STU-08861,1,elite_private,2024,Term1_Sep_Dec,5.2,0,61.9,5,67.9,0,LOW
STU-08862,3,public_state,2024,Term1_Sep_Dec,16.6,0,53.5,8,61.7,1,MEDIUM
STU-08863,1,elite_private,2023,Term2_Jan_Apr,8.6,0,74.5,3,45.1,3,MEDIUM
STU-08864,2,low_cost_private,2024,Term3_Apr_Jul,38.9,0,30.5,10,22.1,4,HIGH
STU-08865,3,public_state,2024,Term1_Sep_Dec,44.3,0,69.2,8,41.9,3,HIGH
STU-08866,2,low_cost_private,2024,Term1_Sep_Dec,16.2,0,86.2,2,73.5,0,LOW
STU-08867,3,public_state,2024,Term1_Sep_Dec,30.5,0,43.6,12,30.9,3,HIGH
STU-08868,2,low_cost_private,2024,Term3_Apr_Jul,24.0,0,43.5,0,20,3,MEDIUM
STU-08869,3,public_state,2023,Term2_Jan_Apr,17.8,0,50.2,2,40.0,3,MEDIUM
STU-08870,1,elite_private,2024,Term1_Sep_Dec,7.0,0,75.5,2,74.2,1,LOW
STU-08871,1,elite_private,2023,Term1_Sep_Dec,0,1,99.2,1,94.5,0,LOW
STU-08872,2,low_cost_private,2025,Term1_Sep_Dec,37.6,0,38.6,4,20,3,HIGH
STU-08873,2,low_cost_private,2025,Term1_Sep_Dec,89.6,0,52.1,0,34.4,5,HIGH
STU-08874,3,public_state,2025,Term3_Apr_Jul,29.6,0,48.1,6,38.3,4,HIGH
STU-08875,1,elite_private,2023,Term2_Jan_Apr,0,1,100,0,95.9,0,LOW
STU-08876,2,low_cost_private,2023,Term1_Sep_Dec,28.1,0,56.6,0,45.3,2,MEDIUM
STU-08877,3,public_state,2024,Term2_Jan_Apr,6.7,0,87.8,0,69.1,0,LOW
STU-08878,3,public_state,2024,Term1_Sep_Dec,45.0,0,66.7,12,39.3,4,HIGH
STU-08879,3,public_state,2023,Term3_Apr_Jul,11.7,0,52.3,4,25,3,MEDIUM
STU-08880,2,low_cost_private,2025,Term2_Jan_Apr,34.5,0,49.7,4,55.7,0,MEDIUM
STU-08881,2,low_cost_private,2024,Term2_Jan_Apr,69.5,0,53.8,13,42.8,2,HIGH
STU-08882,2,low_cost_private,2025,Term1_Sep_Dec,17.2,0,90.7,0,75.2,0,LOW
STU-08883,2,low_cost_private,2024,Term1_Sep_Dec,45.5,0,48.0,0,49.3,4,MEDIUM
STU-08884,2,low_cost_private,2025,Term1_Sep_Dec,17.0,0,86.7,1,90.7,0,LOW
STU-08885,3,public_state,2024,Term1_Sep_Dec,31.9,0,61.5,11,46.1,2,HIGH
STU-08886,3,public_state,2025,Term3_Apr_Jul,11.4,0,61.5,1,41.4,3,MEDIUM
STU-08887,2,low_cost_private,2025,Term2_Jan_Apr,53.7,0,43.3,12,26.8,5,HIGH
STU-08888,2,low_cost_private,2024,Term1_Sep_Dec,74.9,0,58.8,4,39.2,5,HIGH
STU-08889,2,low_cost_private,2024,Term3_Apr_Jul,85.9,0,41.2,1,33.2,5,HIGH
STU-08890,3,public_state,2023,Term3_Apr_Jul,60,0,61.2,0,38.8,4,MEDIUM
STU-08891,2,low_cost_private,2023,Term1_Sep_Dec,57.8,0,48.5,7,46.6,3,HIGH
STU-08892,1,elite_private,2025,Term3_Apr_Jul,0,1,100,0,94.3,0,LOW
STU-08893,1,elite_private,2024,Term2_Jan_Apr,0,1,97.0,1,82.4,0,LOW
STU-08894,1,elite_private,2023,Term2_Jan_Apr,0,1,99.2,1,88.1,0,LOW
STU-08895,2,low_cost_private,2023,Term3_Apr_Jul,39.6,0,15,13,20,2,HIGH
STU-08896,2,low_cost_private,2024,Term3_Apr_Jul,34.0,0,25.7,8,23.3,4,HIGH
STU-08897,3,public_state,2025,Term1_Sep_Dec,7.4,0,72.4,0,25,3,MEDIUM
STU-08898,2,low_cost_private,2024,Term2_Jan_Apr,25.4,0,71.6,1,33.1,3,MEDIUM
STU-08899,2,low_cost_private,2024,Term3_Apr_Jul,26.2,0,31.6,13,20,4,HIGH
STU-08900,3,public_state,2023,Term1_Sep_Dec,26.6,0,42.7,0,57.9,2,MEDIUM
STU-08901,2,low_cost_private,2023,Term1_Sep_Dec,43.0,0,21.9,14,20,4,HIGH
STU-08902,2,low_cost_private,2024,Term1_Sep_Dec,50.5,0,43.0,7,20.3,5,HIGH
STU-08903,2,low_cost_private,2024,Term2_Jan_Apr,64.0,0,43.7,10,51.4,2,HIGH
STU-08904,3,public_state,2023,Term2_Jan_Apr,14.4,0,63.1,1,38.6,4,MEDIUM
STU-08905,1,elite_private,2025,Term1_Sep_Dec,0,1,96.6,0,86.9,0,LOW
STU-08906,3,public_state,2024,Term1_Sep_Dec,11.8,0,52.2,11,29.6,2,MEDIUM
STU-08907,2,low_cost_private,2025,Term3_Apr_Jul,34.0,0,31.6,4,20,3,HIGH
STU-08908,3,public_state,2024,Term2_Jan_Apr,38.5,0,79.4,7,39.6,5,HIGH
STU-08909,2,low_cost_private,2025,Term1_Sep_Dec,24.3,0,59.3,0,32.3,3,MEDIUM
STU-08910,2,low_cost_private,2025,Term2_Jan_Apr,19.7,0,88.5,0,85.1,0,LOW
STU-08911,1,elite_private,2025,Term1_Sep_Dec,14,0,,,,,WITHDRAWN
STU-08912,2,low_cost_private,2025,Term2_Jan_Apr,75.2,0,54.9,10,59.5,0,MEDIUM
STU-08913,1,elite_private,2025,Term3_Apr_Jul,13.3,0,74.6,0,60.1,0,LOW
STU-08914,1,elite_private,2024,Term2_Jan_Apr,0,1,100,0,96.2,0,LOW
STU-08915,2,low_cost_private,2025,Term1_Sep_Dec,27.1,0,80.6,1,35.0,5,MEDIUM
STU-08916,3,public_state,2023,Term3_Apr_Jul,27.7,0,52.1,3,40.6,4,MEDIUM
STU-08917,1,elite_private,2025,Term1_Sep_Dec,0,1,99.2,1,91.1,0,LOW
STU-08918,2,low_cost_private,2025,Term2_Jan_Apr,19.6,0,83.3,0,71.7,0,LOW
STU-08919,3,public_state,2024,Term3_Apr_Jul,4.2,0,82.6,1,77.3,0,LOW
STU-08920,3,public_state,2024,Term3_Apr_Jul,5.2,0,83.5,0,68.7,0,LOW
STU-08921,3,public_state,2025,Term2_Jan_Apr,19.5,0,71.7,2,25.4,4,MEDIUM
STU-08922,3,public_state,2023,Term1_Sep_Dec,17.1,0,72.0,1,59.7,2,MEDIUM
STU-08923,3,public_state,2023,Term3_Apr_Jul,35.0,0,59.5,1,60.3,0,MEDIUM
STU-08924,3,public_state,2023,Term1_Sep_Dec,8.8,0,62.1,14,21.4,4,HIGH
STU-08925,2,low_cost_private,2024,Term3_Apr_Jul,30.8,0,48.9,6,38.3,4,HIGH
STU-08926,2,low_cost_private,2024,Term1_Sep_Dec,24.3,0,44.1,1,20,4,HIGH
STU-08927,1,elite_private,2025,Term3_Apr_Jul,1.1,0,98.4,2,88.2,0,LOW
STU-08928,2,low_cost_private,2023,Term2_Jan_Apr,34.2,0,30.1,14,50.1,2,HIGH
STU-08929,3,public_state,2023,Term1_Sep_Dec,17.7,0,71.4,0,25,2,MEDIUM
STU-08930,3,public_state,2024,Term2_Jan_Apr,5.6,0,89.8,2,60,0,LOW
STU-08931,3,public_state,2025,Term3_Apr_Jul,28.6,0,47.7,0,25,3,MEDIUM
STU-08932,2,low_cost_private,2024,Term2_Jan_Apr,26.4,0,50.4,4,51.8,1,MEDIUM
STU-08933,2,low_cost_private,2024,Term1_Sep_Dec,71.7,0,51.7,5,34.1,4,HIGH
STU-08934,1,elite_private,2024,Term2_Jan_Apr,0,1,100,0,93.8,0,LOW
STU-08935,1,elite_private,2024,Term3_Apr_Jul,10.9,0,52.8,2,45.8,2,MEDIUM
STU-08936,3,public_state,2025,Term3_Apr_Jul,30.4,0,30.6,9,34.1,2,HIGH
STU-08937,1,elite_private,2024,Term3_Apr_Jul,9.0,0,81.9,0,46.3,1,LOW
STU-08938,3,public_state,2024,Term1_Sep_Dec,9.8,0,57.7,1,33.8,3,MEDIUM
STU-08939,3,public_state,2024,Term1_Sep_Dec,32.3,0,47.5,9,25,5,HIGH
STU-08940,2,low_cost_private,2024,Term2_Jan_Apr,24.7,0,34.2,4,46.3,2,MEDIUM
STU-08941,2,low_cost_private,2024,Term1_Sep_Dec,28.7,0,44.7,8,43.8,2,HIGH
STU-08942,2,low_cost_private,2024,Term1_Sep_Dec,49.9,0,36.9,7,26.9,4,HIGH
STU-08943,1,elite_private,2024,Term2_Jan_Apr,14,0,,,,,WITHDRAWN
STU-08944,2,low_cost_private,2023,Term1_Sep_Dec,18.6,0,90.6,0,66.1,0,LOW
STU-08945,3,public_state,2024,Term2_Jan_Apr,8.2,0,60.6,0,55.8,1,LOW
STU-08946,1,elite_private,2025,Term2_Jan_Apr,9.8,0,71.6,2,85,0,LOW
STU-08947,2,low_cost_private,2023,Term2_Jan_Apr,18.2,0,89.6,0,72.5,0,LOW
STU-08948,3,public_state,2023,Term3_Apr_Jul,60,0,29.3,9,45.3,3,HIGH
STU-08949,1,elite_private,2024,Term3_Apr_Jul,0,1,99.2,1,88.5,0,LOW
STU-08950,3,public_state,2025,Term1_Sep_Dec,39.7,0,38.8,12,43.3,5,HIGH
STU-08951,3,public_state,2024,Term1_Sep_Dec,0,1,33.8,9,20,4,HIGH
STU-08952,2,low_cost_private,2025,Term1_Sep_Dec,34.3,0,45.6,15,41.6,1,HIGH
